City,Firm name,Practice areas,Practice area buckets,Address,Phone,Website,Google rating,Review count,Google Maps URL,Has website (Y/N),Notes
Winter Haven,Smith J Ron,General/Unspecified,General,"70 4th St NW, Winter Haven, FL 33881",(863) 294-8100,http://www.loblawyers.com/,,,https://www.google.com/maps/search/?api=1&query=Smith%20J%20Ron&query_place_id=ChIJIcjFGuES3YgRYJXILNHrN_E,Y,
Winter Haven,Sonya Charmaine Davis P.A.,General/Unspecified,General,"140 2nd St NW, Winter Haven, FL 33881",(863) 294-8285,,2.5,13,https://www.google.com/maps/search/?api=1&query=Sonya%20Charmaine%20Davis%20P.A.&query_place_id=ChIJuYsT1-YS3YgRs1yrQv9NF1Y,N,
Winter Haven,"Southern Atlantic Law Group, PLLC",General/Unspecified,General,"290 1st St S, Winter Haven, FL 33880",(863) 656-6672,https://southernatlanticlaw.com/,5,60,https://www.google.com/maps/search/?api=1&query=Southern%20Atlantic%20Law%20Group%2C%20PLLC&query_place_id=ChIJIckhylsT3YgRC48JD1FLIR8,Y,
Winter Haven,"Stephen Brooks, Personal Injury Attorney",Personal Injury,Personal Injury,"123 1st St N, Winter Haven, FL 33881",(800) 529-3030,https://brookslawgroup.com/attorneys/stephen-brooks/?utm_source=local&utm_medium=organic&utm_campaign=gmb_stbrooks,5,1,https://www.google.com/maps/search/?api=1&query=Stephen%20Brooks%2C%20Personal%20Injury%20Attorney&query_place_id=ChIJL0txywQT3YgRVP-5DFZQM9Q,Y,
Winter Haven,"Stone Law Group, P.L.",Estate Planning,Estate/Probate,"314 Ave K SE, Winter Haven, FL 33880",(863) 439-4500,http://www.stonelawgroupfl.com/,5,20,https://www.google.com/maps/search/?api=1&query=Stone%20Law%20Group%2C%20P.L.&query_place_id=ChIJFzhemvAS3YgR_sjjzoPpuBc,Y,
Winter Haven,"Straughn & Turner, P.A.","Real Estate, Estate Planning","Real Estate, Estate/Probate","255 Magnolia Ave SW, Winter Haven, FL 33880",(863) 293-1184,http://www.straughnturner.com/,4,48,https://www.google.com/maps/search/?api=1&query=Straughn%20%26%20Turner%2C%20P.A.&query_place_id=ChIJj-Ur8eMS3YgRbgsJtP1RzGk,Y,
Winter Haven,"The Berlinsky Law Firm, P.A.",Bankruptcy,Business,"501 Ave S NW, Winter Haven, FL 33881",(863) 409-7961,http://www.863bankruptcylawyer.com/,4.7,46,https://www.google.com/maps/search/?api=1&query=The%20Berlinsky%20Law%20Firm%2C%20P.A.&query_place_id=ChIJi00tKuUS3YgRW0a-TXfSx9g,Y,
Winter Haven,The Florida Law Group,Personal Injury,Personal Injury,"99 6th St SW Ste 105, Winter Haven, FL 33880",(833) 899-0310,https://www.thefloridalawgroup.com/winter-haven/,5,3,https://www.google.com/maps/search/?api=1&query=The%20Florida%20Law%20Group&query_place_id=ChIJ0WgpbDUT3YgR4lQKicMc0AM,Y,
Winter Haven,"The Streeter Law Firm, P.A.",General/Unspecified,General,"332 Ave B SW Ste 200 40, Winter Haven, FL 33880",(863) 222-4037,http://www.streeterfirm.com/,4.8,30,https://www.google.com/maps/search/?api=1&query=The%20Streeter%20Law%20Firm%2C%20P.A.&query_place_id=ChIJe11MR98J3YgR1VFQAoZyPSI,Y,
Winter Haven,The Tessier Law Firm,"Estate Planning, Elder Law",Estate/Probate,"520 6th St NW, Winter Haven, FL 33881",(863) 220-7927,http://www.tessierlawfirm.com/,4.9,143,https://www.google.com/maps/search/?api=1&query=The%20Tessier%20Law%20Firm&query_place_id=ChIJ9aujDokT3YgRY5Zl-RQozw0,Y,
Winter Haven,The Turnbull Law Firm,"Personal Injury, Civil Litigation","Personal Injury, General","141 5th St NW Ste 301, Winter Haven, FL 33881",(863) 324-3500,https://turnbullinjurylaw.com/,5,49,https://www.google.com/maps/search/?api=1&query=The%20Turnbull%20Law%20Firm&query_place_id=ChIJDwRYITwT3YgRdFcQLM5ePDw,Y,
Winter Haven,"The Wilson Advocacy Group, P.A",General/Unspecified,General,"1852 1st St N, Winter Haven, FL 33881",(863) 401-8155,http://www.wilsonadvocacygroup.com/,3.5,44,https://www.google.com/maps/search/?api=1&query=The%20Wilson%20Advocacy%20Group%2C%20P.A&query_place_id=ChIJp5H1ptES3YgReUZTIMr6vIA,Y,
Winter Haven,TLC Trial Team - Winter Haven,"Personal Injury, Civil Litigation","Personal Injury, General","274 W Central Ave Ste A, Winter Haven, FL 33880",(863) 299-5539,https://tlctrialteam.com/winter-haven/,4.5,8,https://www.google.com/maps/search/?api=1&query=TLC%20Trial%20Team%20-%20Winter%20Haven&query_place_id=ChIJc2v5GdgT3YgRrVMtUxJZspk,Y,
Winter Haven,Trakas Christine A,General/Unspecified,General,"70 4th St NW, Winter Haven, FL 33881",(863) 295-9300,,4.8,4,https://www.google.com/maps/search/?api=1&query=Trakas%20Christine%20A&query_place_id=ChIJIcjFGuES3YgRYx2rDAEhvj0,N,
Winter Haven,"Victor Smith Law Group, PA",Family Law,Family/Divorce,"55 5th St NW, Winter Haven, FL 33881",(863) 268-8285,http://www.victorsmithlaw.com/,4.1,20,https://www.google.com/maps/search/?api=1&query=Victor%20Smith%20Law%20Group%2C%20PA&query_place_id=ChIJc0cgCeES3YgRNxJi1uwRodk,Y,
Winter Haven,Wright Cheri J,General/Unspecified,General,"154 Ave H SE, Winter Haven, FL 33880",(863) 293-0960,,5,1,https://www.google.com/maps/search/?api=1&query=Wright%20Cheri%20J&query_place_id=ChIJB2CRvvoS3YgRJENleBVkLlk,N,
